x,y,z
123,89,212.0078364
122,90,212.0130016
121,91,212.0231848
133,80,213.008803
132,81,213.001915
131,82,212.9965608
130,83,212.9943836
129,84,212.9928572
128,85,212.9929366
127,86,212.9938851
126,87,212.9961844
125,88,213.000371
124,89,213.0065927
123,90,213.0130115
122,91,213.0210996
134,80,214.012636
133,81,214.00694
132,82,213.9998035
131,83,213.9987109
130,84,213.9952013
129,85,213.9963723
128,86,213.9953627
127,87,213.9989712
126,88,214.0000996
125,89,214.0069064
124,90,214.0114815
123,91,214.0208911
135,80,215.018368
134,81,215.010768
133,82,215.0046616
132,83,215.0017491
131,84,214.9994184
130,85,214.998651
129,86,214.998745
128,87,215.0003415
127,88,215.0027182
126,89,215.0064741
125,90,215.0117246
124,91,215.019114
123,92,215.0267198
136,80,216.022459
135,81,216.015964
134,82,216.008062
133,83,216.006306
132,84,216.0019134
131,85,216.0024226
130,86,216.0002719
129,87,216.0031895
128,88,216.0035335
127,89,216.0087491
126,90,216.0110559
125,91,216.0191346
124,92,216.0247628
136,81,217.020032
135,82,217.013162
134,83,217.009372
133,84,217.0063161
132,85,217.0047178
131,86,217.0039276
130,87,217.004632
129,88,217.0063227
128,89,217.0093423
127,90,217.0131034
126,91,217.018309
125,92,217.02466
137,81,218.025454
136,82,218.016779
135,83,218.014188
134,84,218.0089712
133,85,218.0086959
132,86,218.0056011
131,87,218.0075786
130,88,218.0071343
129,89,218.0116489
128,90,218.0132762
127,91,218.0200211
126,92,218.0235049
137,82,219.022136
136,83,219.01752
135,84,219.013614
134,85,219.0111606
133,86,219.0094787
132,87,219.0092507
131,88,219.0100847
130,89,219.0124204
129,90,219.0155264
128,91,219.0199499
127,92,219.0250092
126,93,219.0316019
138,82,220.025905
137,83,220.022501
136,84,220.016386
135,85,220.015433
134,86,220.0113924
133,87,220.0123268
132,88,220.0110275
131,89,220.0147545
130,90,220.0157699
129,91,220.0217698
128,92,220.024706
127,93,220.0327163
138,83,221.02598
137,84,221.021228
136,85,221.018017
135,86,221.0155356
134,87,221.0142537
133,88,221.0139173
132,89,221.0155997
131,90,221.0181858
130,91,221.0218734
129,92,221.0263233
128,93,221.03211
127,94,221.038572
139,83,222.031079
138,84,222.02414
137,85,222.022494
136,86,222.017576
135,87,222.0175826
134,88,222.0153734
133,89,222.0178442
132,90,222.0184682
131,91,222.0236871
130,92,222.026058
129,93,222.0335747
128,94,222.037638
140,83,223.034611
139,84,223.02907
138,85,223.025151
137,86,223.0218893
136,87,223.0197342
135,88,223.0185006
134,89,223.019136
133,90,223.0208111
132,91,223.0239804
131,92,223.0279608
130,93,223.0329133
129,94,223.038777
128,95,223.04584
141,83,224.039796
140,84,224.03211
139,85,224.029749
138,86,224.0240958
137,87,224.0233481
136,88,224.0202104
135,89,224.0217222
134,90,224.0214661
133,91,224.0256173
132,92,224.0276359
131,93,224.034388
130,94,224.037875
129,95,224.046442
141,84,225.037123
140,85,225.032528
139,86,225.0284856
138,87,225.0255725
137,88,225.0236105
136,89,225.0232286
135,90,225.023951
134,91,225.0261479
133,92,225.0293851
132,93,225.0339434
131,94,225.03897
130,95,225.045508
142,84,226.04031
141,85,226.037209
140,86,226.0308614
139,87,226.0295445
138,88,226.0254082
137,89,226.026097
136,90,226.0249037
135,91,226.0279482
134,92,226.0293387
133,93,226.0352304
132,94,226.03825
131,95,226.04613
143,84,227.04539
142,85,227.040183
141,86,227.0353044
140,87,227.0318654
139,88,227.0291762
138,89,227.0277506
137,90,227.0277025
136,91,227.0288036
135,92,227.0311811
134,93,227.034975
133,94,227.039474
132,95,227.045282
143,85,228.04496
142,86,228.0378354
141,87,228.0358394
140,88,228.0310686
139,89,228.0310197
138,90,228.0287397
137,91,228.0310508
136,92,228.031369
135,93,228.036313
134,94,228.0387633
133,95,228.046001
144,85,229.048191
143,86,229.0422573
142,87,229.0382914
141,88,229.0349567
140,89,229.032947
139,90,229.0317614
138,91,229.0320956
137,92,229.033506
136,93,229.0362873
135,94,229.0401451
134,95,229.0452825
144,86,230.045271
143,87,230.0423908
142,88,230.0370548
141,89,230.036327
140,90,230.0331323
139,91,230.0345397
138,92,230.0339401
137,93,230.0378281
136,94,230.0396483
135,95,230.046025
145,86,231.049973
144,87,231.0451754
143,88,231.0410271
142,89,231.038393
141,90,231.0363028
140,91,231.0358825
139,92,231.0362922
138,93,231.0382436
137,94,231.0411259
136,95,231.045529
135,96,231.050746
145,87,232.0494612
144,88,232.0434753
143,89,232.042034
142,90,232.0380536
141,91,232.0385902
140,92,232.0371548
139,93,232.040107
138,94,232.0411821
137,95,232.046613
136,96,232.04974
146,87,233.0525178
145,88,233.0475946
144,89,233.044346
143,90,233.0415801
142,91,233.0402465
141,92,233.0396343
140,93,233.0407394
139,94,233.0429974
138,95,233.046468
137,96,233.0507715
136,97,233.056652
146,88,234.0503821
145,89,234.048139
144,90,234.0435998
143,91,234.0433056
142,92,234.0409503
141,93,234.0428932
140,94,234.0433175
139,95,234.047731
138,96,234.0501586
137,97,234.057322
147,88,235.05489
146,89,235.05084
145,90,235.047255
144,91,235.045399
143,92,235.0439281
142,93,235.0440615
141,94,235.0452846
140,95,235.0479065
139,96,235.051545
138,97,235.056651
147,89,236.054988
146,90,236.049657
145,91,236.048668
144,92,236.0455661
143,93,236.0465683
142,94,236.0460567
141,95,236.049427
140,96,236.0513721
139,97,236.057479
148,89,237.057993
147,90,237.053629
146,91,237.051023
145,92,237.0487283
144,93,237.0481716
143,94,237.0484079
142,95,237.049995
141,96,237.052869
140,97,237.057123
139,98,237.0621993
148,90,238.056388
147,91,238.054637
146,92,238.0507869
145,93,238.0509446
144,94,238.0495582
143,95,238.0519825
142,96,238.0530816
141,97,238.058204
140,98,238.06149
149,90,239.060655
148,91,239.05726
147,92,239.054292
146,93,239.0529375
145,94,239.0521616
144,95,239.0530227
143,96,239.0549085
142,97,239.058239
141,98,239.062482
140,99,239.06831
149,91,240.061203
148,92,240.0565924
147,93,240.0561638
146,94,240.0538117
145,95,240.0552984
144,96,240.0555282
143,97,240.059758
142,98,240.0622534
141,99,240.068949
150,91,241.064134
149,92,241.06033
148,93,241.0583097
147,94,241.0568497
146,95,241.0568273
145,96,241.0576512
144,97,241.060098
143,98,241.06369
142,99,241.068592
141,100,241.074311
150,92,242.062931
149,93,242.0616395
148,94,242.058741
147,95,242.0595474
146,96,242.0588342
145,97,242.061999
144,98,242.0637545
143,99,242.069567
142,100,242.07343
151,92,243.067075
150,93,243.064204
149,94,243.0620021
148,95,243.0613799
147,96,243.0613873
146,97,243.0630059
145,98,243.065475
144,99,243.069508
143,100,243.074414
151,93,244.067891
150,94,244.0642044
149,95,244.0642829
148,96,244.0627506
147,97,244.065179
146,98,244.0659994
145,99,244.070881
144,100,244.074036
143,101,244.081157
152,93,245.070693
151,94,245.0678246
150,95,245.0664528
149,96,245.065491
148,97,245.0663598
147,98,245.0680468
146,99,245.071192
145,100,245.075354
144,101,245.080864
152,94,246.0702042
151,95,246.069774
150,96,246.067222
149,97,246.0686713
148,98,246.0688037
147,99,246.0728065
146,100,246.0753533
145,101,246.081713
153,94,247.0743
152,95,247.072092
151,96,247.0703527
150,97,247.0703059
149,98,247.0709713
148,99,247.0736219
147,100,247.076944
146,101,247.08152
153,95,248.075752
152,96,248.0723491
151,97,248.0731417
150,98,248.0721829
149,99,248.075469
148,100,248.0771855
147,101,248.082607
146,102,248.086623
154,95,249.07848
153,96,249.075954
152,97,249.0749831
151,98,249.0748504
150,99,249.076409
149,100,249.078926
148,101,249.0828572
147,102,249.087802
154,96,250.0783575
153,97,250.0783172
152,98,250.0764045
151,99,250.078611
150,100,250.0795198
149,101,250.0841649
148,102,250.087565
155,96,251.082285
154,97,251.0807606
153,98,251.0795872
152,99,251.0799914
151,100,251.0815451
150,101,251.0847743
149,102,251.088942
148,103,251.094289
156,96,252.08487
155,97,252.08431
154,98,252.0816265
153,99,252.0829792
152,100,252.082466
151,101,252.086385
150,102,252.0889661
149,103,252.095048
156,97,253.08688
155,98,253.0851337
154,99,253.0848212
153,100,253.0851809
152,101,253.087143
151,102,253.0905628
150,103,253.0950339
149,104,253.100528
157,97,254.0906
156,98,254.0873236
155,99,254.0880243
154,100,254.0868524
153,101,254.08959
152,102,254.0909542
151,103,254.0962388
150,104,254.100055
157,98,255.091046
156,99,255.0902735
155,100,255.0899635
154,101,255.0910817
153,102,255.0931964
152,103,255.0965624
151,104,255.101267
150,105,255.106919
158,98,256.093442
157,99,256.093597
156,100,256.0917717
155,101,256.093888
154,102,256.0942819
153,103,256.098494
152,104,256.1011515
151,105,256.107674
158,99,257.095979
157,100,257.0951054
156,101,257.0955373
155,102,257.0968842
154,103,257.09948
153,104,257.1029168
152,105,257.10752
159,99,258.09952
158,100,258.097077
157,101,258.0984336
156,102,258.098205
155,103,258.101753
154,104,258.1034299
153,105,258.108973
152,106,258.11304
159,100,259.100596
158,101,259.100445
157,102,259.1009984
156,103,259.1029
155,104,259.105601
154,105,259.1094919
153,106,259.114353
160,100,260.102809
159,101,260.10365
158,102,260.102641
157,103,260.105504
156,104,260.10644
155,105,260.111297
154,106,260.1143834
153,107,260.121443
160,101,261.105828
159,102,261.105696
158,103,261.106879
157,104,261.1087696
156,105,261.111979
155,106,261.1159481
154,107,261.1213957
161,101,262.109144
160,102,262.107463
159,103,262.109615
158,104,262.109923
157,105,262.114067
156,106,262.116339
155,107,262.1226547
161,102,263.110714
160,103,263.111293
159,104,263.112461
158,105,263.114987
157,106,263.118299
156,107,263.122916
155,108,263.128479
162,102,264.112734
161,103,264.114198
160,104,264.113876
159,105,264.117297
158,106,264.11893
157,107,264.124486
156,108,264.1283563
162,103,265.116193
161,104,265.116683
160,105,265.1185
159,106,265.121089
158,107,265.124955
157,108,265.1297917
156,109,265.135937
163,103,266.119874
162,104,266.118236
161,105,266.121032
160,106,266.121973
159,107,266.12679
158,108,266.1300488
157,109,266.1370623
163,104,267.121787
162,105,267.122399
161,106,267.124323
160,107,267.127499
159,108,267.131678
158,109,267.137189
157,110,267.143726
164,104,268.123968
163,105,268.125669
162,106,268.125389
161,107,268.129584
160,108,268.132011
159,109,268.138649
158,110,268.143477
164,105,269.127911
163,106,269.128495
162,107,269.130411
161,108,269.133649
160,109,269.138809
159,110,269.144751
165,105,270.131399
164,106,270.130362
163,107,270.133366
162,108,270.134313
161,109,270.140322
160,110,270.1445866
165,106,271.133782
164,107,271.135115
163,108,271.137082
162,109,271.140741
161,110,271.145951
166,106,272.135825
165,107,272.138259
164,108,272.138492
163,109,272.143298
162,110,272.146091
161,111,272.153273
167,106,273.139475
166,107,273.140294
165,108,273.141458
164,109,273.144695
163,110,273.148455
162,111,273.153393
167,107,274.143599
166,108,274.143217
165,109,274.147343
164,110,274.149434
163,111,274.155247
168,107,275.145766
167,108,275.14653
166,109,275.148972
165,110,275.152085
164,111,275.156088
169,107,276.149169
168,108,276.148348
167,109,276.151705
166,110,276.153022
165,111,276.158226
164,112,276.161418
170,107,277.151477
169,108,277.151772
168,109,277.153525
167,110,277.155763
166,111,277.159322
165,112,277.163535
171,107,278.154988
170,108,278.153753
169,109,278.156487
168,110,278.157007
167,111,278.16159
166,112,278.164083
165,113,278.170725
171,108,279.157274
170,109,279.158439
169,110,279.159984
168,111,279.16288
167,112,279.166422
166,113,279.171187
172,108,280.159335
171,109,280.161579
170,110,280.161375
169,111,280.165204
168,112,280.167102
167,113,280.173098
172,109,281.163608
171,110,281.164545
170,111,281.166757
169,112,281.169563
168,113,281.17371
173,109,282.166888
172,110,282.166174
171,111,282.169343
170,112,282.170507
169,113,282.17577
173,110,283.169437
172,111,283.171101
171,112,283.173202
170,113,283.176666
174,110,284.171187
173,111,284.173882
172,112,284.17436
171,113,284.178843
170,114,284.181192
174,111,285.175771
173,112,285.177227
172,113,285.180106
171,114,285.183503
175,111,286.178756
174,112,286.178691
173,113,286.182456
172,114,286.184226
175,112,287.181826
174,113,287.184064
173,114,287.18672
172,115,287.19082
176,112,288.183501
175,113,288.186764
174,114,288.187781
173,115,288.192879
176,113,289.188461
175,114,289.190517
174,115,289.193971
173,116,289.198023
177,113,290.191429
176,114,290.191875
175,115,290.196235
174,116,290.198635
177,114,291.194848
176,115,291.197725
175,116,291.201014
174,117,291.205748
177,115,292.200323
176,116,292.201969
175,117,292.207861
177,116,293.204583
176,117,293.208727
175,118,293.213423
177,117,294.21084
176,118,294.213979
177,118,295.216178
